t,H,L,R
574.3000,4.6737,5.7961,1.1374
574.4000,4.6654,5.7620,1.1392
574.5000,4.6573,5.7281,1.1409
574.6000,4.6496,5.6943,1.1425
574.7000,4.6423,5.6606,1.1440
574.8000,4.6352,5.6271,1.1455
574.9000,4.6285,5.5938,1.1469
575.0000,4.6221,5.5606,1.1482
575.1000,4.6160,5.5276,1.1495
575.2000,4.6102,5.4947,1.1507
575.3000,4.6047,5.4621,1.1518
575.4000,4.5996,5.4295,1.1528
575.5000,4.5947,5.3972,1.1537
575.6000,4.5902,5.3649,1.1546
575.7000,4.5859,5.3329,1.1554
575.8000,4.5820,5.3010,1.1562
575.9000,4.5783,5.2693,1.1568
576.0000,4.5749,5.2378,1.1574
576.1000,4.5718,5.2064,1.1579
576.2000,4.5691,5.1753,1.1584
576.3000,4.5666,5.1442,1.1587
576.4000,4.5643,5.1134,1.1590
576.5000,4.5624,5.0827,1.1593
576.6000,4.5607,5.0522,1.1594
576.7000,4.5594,5.0219,1.1595
576.8000,4.5583,4.9918,1.1595
576.9000,4.5574,4.9618,1.1595
577.0000,4.5569,4.9320,1.1593
577.1000,4.5566,4.9024,1.1592
577.2000,4.5566,4.8729,1.1589
577.3000,4.5568,4.8437,1.1586
577.4000,4.5574,4.8146,1.1582
577.5000,4.5581,4.7857,1.1577
577.6000,4.5592,4.7570,1.1572
577.7000,4.5605,4.7284,1.1566
577.8000,4.5621,4.7001,1.1559
577.9000,4.5639,4.6719,1.1552
578.0000,4.5660,4.6439,1.1544
578.1000,4.5683,4.6160,1.1536
578.2000,4.5709,4.5884,1.1526
578.3000,4.5737,4.5609,1.1517
578.4000,4.5768,4.5337,1.1506
578.5000,4.5802,4.5065,1.1495
578.6000,4.5838,4.4796,1.1483
578.7000,4.5876,4.4529,1.1471
578.8000,4.5917,4.4263,1.1458
578.9000,4.5961,4.3999,1.1445
579.0000,4.6006,4.3737,1.1431
579.1000,4.6055,4.3477,1.1416
579.2000,4.6105,4.3219,1.1401
579.3000,4.6158,4.2962,1.1385
579.4000,4.6214,4.2707,1.1369
579.5000,4.6272,4.2454,1.1352
579.6000,4.6332,4.2203,1.1335
579.7000,4.6395,4.1953,1.1317
579.8000,4.6460,4.1705,1.1298
579.9000,4.6527,4.1459,1.1279
580.0000,4.6597,4.1215,1.1260
580.1000,4.6669,4.0973,1.1240
580.2000,4.6744,4.0732,1.1219
580.3000,4.6821,4.0493,1.1198
580.4000,4.6900,4.0256,1.1177
580.5000,4.6982,4.0021,1.1155
580.6000,4.7066,3.9787,1.1132
580.7000,4.7152,3.9555,1.1109
580.8000,4.7240,3.9325,1.1086
580.9000,4.7331,3.9097,1.1062
581.0000,4.7424,3.8870,1.1037
581.1000,4.7520,3.8645,1.1013
581.2000,4.7618,3.8422,1.0987
581.3000,4.7718,3.8200,1.0962
581.4000,4.7820,3.7980,1.0936
581.5000,4.7925,3.7762,1.0909
581.6000,4.8032,3.7546,1.0882
581.7000,4.8141,3.7331,1.0855
581.8000,4.8253,3.7118,1.0827
581.9000,4.8366,3.6907,1.0799
582.0000,4.8482,3.6697,1.0771
582.1000,4.8601,3.6489,1.0742
582.2000,4.8721,3.6283,1.0713
582.3000,4.8844,3.6078,1.0683
582.4000,4.8970,3.5875,1.0653
582.5000,4.9097,3.5674,1.0623
582.6000,4.9227,3.5474,1.0592
582.7000,4.9359,3.5276,1.0561
582.8000,4.9493,3.5080,1.0530
582.9000,4.9630,3.4885,1.0499
583.0000,4.9769,3.4692,1.0467
583.1000,4.9910,3.4500,1.0434
583.2000,5.0053,3.4310,1.0402
583.3000,5.0199,3.4122,1.0369
583.4000,5.0347,3.3935,1.0336
583.5000,5.0497,3.3750,1.0303
583.6000,5.0650,3.3566,1.0269
583.7000,5.0804,3.3384,1.0235
583.8000,5.0961,3.3203,1.0201
583.9000,5.1121,3.3024,1.0167
584.0000,5.1282,3.2847,1.0132
584.1000,5.1446,3.2671,1.0097
584.2000,5.1613,3.2497,1.0062
584.3000,5.1781,3.2324,1.0027
584.4000,5.1952,3.2152,0.9991
584.5000,5.2125,3.1983,0.9955
584.6000,5.2300,3.1814,0.9919
584.7000,5.2478,3.1648,0.9883
584.8000,5.2658,3.1482,0.9847
584.9000,5.2840,3.1318,0.9810
585.0000,5.3025,3.1156,0.9774
585.1000,5.3212,3.0995,0.9737
585.2000,5.3401,3.0836,0.9700
585.3000,5.3593,3.0678,0.9662
585.4000,5.3787,3.0522,0.9625
585.5000,5.3983,3.0367,0.9587
585.6000,5.4181,3.0213,0.9550
585.7000,5.4382,3.0061,0.9512
585.8000,5.4586,2.9910,0.9474
585.9000,5.4791,2.9761,0.9436
586.0000,5.4999,2.9613,0.9397
586.1000,5.5209,2.9466,0.9359
586.2000,5.5422,2.9321,0.9321
586.3000,5.5637,2.9178,0.9282
586.4000,5.5855,2.9035,0.9243
586.5000,5.6074,2.8894,0.9204
586.6000,5.6297,2.8755,0.9165
586.7000,5.6521,2.8617,0.9127
586.8000,5.6748,2.8480,0.9087
586.9000,5.6977,2.8345,0.9048
587.0000,5.7209,2.8210,0.9009
587.1000,5.7443,2.8078,0.8970
587.2000,5.7680,2.7946,0.8930
587.3000,5.7919,2.7816,0.8891
587.4000,5.8160,2.7687,0.8852
587.5000,5.8404,2.7560,0.8812
587.6000,5.8650,2.7434,0.8772
587.7000,5.8899,2.7309,0.8733
587.8000,5.9150,2.7186,0.8693
587.9000,5.9404,2.7063,0.8653
588.0000,5.9660,2.6942,0.8614
588.1000,5.9919,2.6823,0.8574
588.2000,6.0180,2.6704,0.8534
588.3000,6.0443,2.6587,0.8495
588.4000,6.0709,2.6471,0.8455
588.5000,6.0978,2.6357,0.8415
588.6000,6.1249,2.6244,0.8375
588.7000,6.1522,2.6132,0.8335
588.8000,6.1798,2.6021,0.8296
588.9000,6.2077,2.5911,0.8256
589.0000,6.2358,2.5803,0.8216
589.1000,6.2641,2.5696,0.8176
589.2000,6.2927,2.5590,0.8137
589.3000,6.3216,2.5485,0.8097
589.4000,6.3507,2.5382,0.8057
589.5000,6.3801,2.5279,0.8017
589.6000,6.4098,2.5178,0.7978
589.7000,6.4397,2.5079,0.7938
589.8000,6.4698,2.4980,0.7899
589.9000,6.5002,2.4882,0.7859
590.0000,6.5309,2.4786,0.7820
590.1000,6.5618,2.4691,0.7780
590.2000,6.5930,2.4597,0.7741
590.3000,6.6245,2.4504,0.7702
590.4000,6.6562,2.4413,0.7662
590.5000,6.6882,2.4322,0.7623
590.6000,6.7204,2.4233,0.7584
590.7000,6.7529,2.4145,0.7545
590.8000,6.7857,2.4058,0.7506
590.9000,6.8187,2.3972,0.7467
591.0000,6.8520,2.3888,0.7428
591.1000,6.8856,2.3804,0.7390
591.2000,6.9194,2.3722,0.7351
591.3000,6.9535,2.3641,0.7312
591.4000,6.9879,2.3561,0.7274
591.5000,7.0226,2.3482,0.7235
591.6000,7.0575,2.3404,0.7197
591.7000,7.0927,2.3327,0.7159
591.8000,7.1281,2.3251,0.7121
591.9000,7.1638,2.3177,0.7083
592.0000,7.1998,2.3104,0.7045
592.1000,7.2361,2.3031,0.7007
592.2000,7.2727,2.2960,0.6969
592.3000,7.3095,2.2890,0.6932
592.4000,7.3466,2.2821,0.6894
592.5000,7.3840,2.2753,0.6857
592.6000,7.4216,2.2686,0.6819
592.7000,7.4595,2.2621,0.6782
592.8000,7.4977,2.2556,0.6745
592.9000,7.5362,2.2493,0.6708
593.0000,7.5750,2.2430,0.6671
593.1000,7.6140,2.2369,0.6634
593.2000,7.6533,2.2309,0.6598
593.3000,7.6929,2.2249,0.6561
593.4000,7.7328,2.2191,0.6525
593.5000,7.7730,2.2134,0.6489
593.6000,7.8134,2.2078,0.6453
593.7000,7.8541,2.2024,0.6417
593.8000,7.8951,2.1970,0.6381
593.9000,7.9364,2.1917,0.6345
594.0000,7.9780,2.1865,0.6310
594.1000,8.0198,2.1815,0.6274
594.2000,8.0620,2.1765,0.6239
594.3000,8.1044,2.1717,0.6204
594.4000,8.1471,2.1669,0.6169
594.5000,8.1901,2.1623,0.6134
594.6000,8.2334,2.1578,0.6099
594.7000,8.2769,2.1534,0.6064
594.8000,8.3207,2.1491,0.6030
594.9000,8.3649,2.1449,0.5996
595.0000,8.4093,2.1408,0.5962
595.1000,8.4540,2.1368,0.5928
595.2000,8.4990,2.1329,0.5894
595.3000,8.5442,2.1291,0.5860
595.4000,8.5898,2.1254,0.5826
595.5000,8.6356,2.1219,0.5793
595.6000,8.6817,2.1184,0.5760
595.7000,8.7281,2.1151,0.5727
595.8000,8.7748,2.1118,0.5694
595.9000,8.8218,2.1087,0.5661
596.0000,8.8691,2.1057,0.5628
596.1000,8.9166,2.1028,0.5596
596.2000,8.9645,2.0999,0.5563
596.3000,9.0126,2.0972,0.5531
596.4000,9.0610,2.0946,0.5499
596.5000,9.1097,2.0922,0.5467
596.6000,9.1586,2.0898,0.5435
596.7000,9.2079,2.0875,0.5404
596.8000,9.2574,2.0853,0.5373
596.9000,9.3073,2.0833,0.5341
597.0000,9.3574,2.0813,0.5310
597.1000,9.4077,2.0795,0.5279
597.2000,9.4584,2.0778,0.5249
597.3000,9.5094,2.0762,0.5218
597.4000,9.5606,2.0747,0.5187
597.5000,9.6121,2.0733,0.5157
597.6000,9.6639,2.0720,0.5127
597.7000,9.7159,2.0708,0.5097
597.8000,9.7683,2.0697,0.5067
597.9000,9.8209,2.0688,0.5038
598.0000,9.8738,2.0680,0.5008
598.1000,9.9269,2.0672,0.4979
598.2000,9.9804,2.0666,0.4950
598.3000,10.0341,2.0661,0.4921
598.4000,10.0881,2.0658,0.4892
598.5000,10.1423,2.0655,0.4864
598.6000,10.1968,2.0653,0.4835
598.7000,10.2516,2.0653,0.4807
598.8000,10.3067,2.0654,0.4779
598.9000,10.3620,2.0656,0.4751
599.0000,10.4175,2.0659,0.4723
599.1000,10.4734,2.0663,0.4695
599.2000,10.5295,2.0669,0.4668
599.3000,10.5858,2.0676,0.4641
599.4000,10.6424,2.0683,0.4613
599.5000,10.6993,2.0693,0.4586
599.6000,10.7564,2.0703,0.4560
599.7000,10.8138,2.0715,0.4533
599.8000,10.8714,2.0727,0.4507
599.9000,10.9293,2.0741,0.4480
600.0000,10.9874,2.0757,0.4454
600.1000,11.0457,2.0773,0.4428
600.2000,11.1043,2.0791,0.4402
600.3000,11.1631,2.0810,0.4377
600.4000,11.2222,2.0830,0.4351
600.5000,11.2815,2.0852,0.4326
600.6000,11.3410,2.0875,0.4301
600.7000,11.4007,2.0899,0.4276
600.8000,11.4607,2.0924,0.4251
600.9000,11.5209,2.0951,0.4226
601.0000,11.5813,2.0979,0.4202
601.1000,11.6419,2.1008,0.4178
601.2000,11.7027,2.1039,0.4153
601.3000,11.7638,2.1071,0.4129
601.4000,11.8250,2.1105,0.4106
601.5000,11.8865,2.1140,0.4082
601.6000,11.9481,2.1176,0.4059
601.7000,12.0100,2.1214,0.4035
601.8000,12.0720,2.1253,0.4012
601.9000,12.1342,2.1293,0.3989
602.0000,12.1966,2.1335,0.3966
602.1000,12.2592,2.1378,0.3944
602.2000,12.3219,2.1423,0.3921
602.3000,12.3848,2.1470,0.3899
602.4000,12.4479,2.1517,0.3877
602.5000,12.5111,2.1567,0.3855
602.6000,12.5745,2.1617,0.3833
602.7000,12.6381,2.1670,0.3811
602.8000,12.7018,2.1723,0.3790
602.9000,12.7656,2.1779,0.3768
603.0000,12.8296,2.1836,0.3747
603.1000,12.8937,2.1894,0.3726
603.2000,12.9579,2.1954,0.3705
603.3000,13.0223,2.2016,0.3684
603.4000,13.0867,2.2079,0.3664
603.5000,13.1513,2.2144,0.3644
603.6000,13.2160,2.2211,0.3623
603.7000,13.2807,2.2279,0.3603
603.8000,13.3456,2.2349,0.3583
603.9000,13.4105,2.2420,0.3564
604.0000,13.4755,2.2494,0.3544
604.1000,13.5406,2.2569,0.3525
604.2000,13.6058,2.2646,0.3505
604.3000,13.6710,2.2724,0.3486
604.4000,13.7362,2.2805,0.3467
604.5000,13.8015,2.2887,0.3449
604.6000,13.8669,2.2971,0.3430
604.7000,13.9322,2.3057,0.3411
604.8000,13.9976,2.3144,0.3393
604.9000,14.0630,2.3234,0.3375
605.0000,14.1284,2.3325,0.3357
605.1000,14.1938,2.3418,0.3339
605.2000,14.2592,2.3514,0.3322
605.3000,14.3245,2.3611,0.3304
605.4000,14.3899,2.3710,0.3287
605.5000,14.4551,2.3811,0.3269
605.6000,14.5204,2.3915,0.3252
605.7000,14.5856,2.4020,0.3236
605.8000,14.6507,2.4127,0.3219
605.9000,14.7157,2.4236,0.3202
606.0000,14.7807,2.4348,0.3186
606.1000,14.8455,2.4461,0.3170
606.2000,14.9103,2.4577,0.3153
606.3000,14.9749,2.4695,0.3137
606.4000,15.0394,2.4815,0.3122
606.5000,15.1038,2.4937,0.3106
606.6000,15.1680,2.5062,0.3091
606.7000,15.2321,2.5189,0.3075
606.8000,15.2960,2.5318,0.3060
606.9000,15.3597,2.5449,0.3045
607.0000,15.4232,2.5583,0.3030
607.1000,15.4866,2.5719,0.3015
607.2000,15.5497,2.5857,0.3001
607.3000,15.6125,2.5998,0.2986
607.4000,15.6752,2.6141,0.2972
607.5000,15.7376,2.6287,0.2958
607.6000,15.7997,2.6435,0.2944
607.7000,15.8615,2.6586,0.2930
607.8000,15.9231,2.6739,0.2917
607.9000,15.9843,2.6895,0.2903
608.0000,16.0452,2.7053,0.2890
608.1000,16.1058,2.7214,0.2877
608.2000,16.1661,2.7378,0.2864
608.3000,16.2260,2.7544,0.2851
608.4000,16.2855,2.7713,0.2838
608.5000,16.3446,2.7885,0.2825
608.6000,16.4034,2.8059,0.2813
608.7000,16.4617,2.8236,0.2801
608.8000,16.5196,2.8416,0.2789
608.9000,16.5770,2.8599,0.2777
609.0000,16.6340,2.8784,0.2765
609.1000,16.6905,2.8973,0.2753
609.2000,16.7465,2.9164,0.2742
609.3000,16.8020,2.9358,0.2730
609.4000,16.8570,2.9555,0.2719
609.5000,16.9115,2.9755,0.2708
609.6000,16.9654,2.9959,0.2697
609.7000,17.0187,3.0165,0.2686
609.8000,17.0714,3.0374,0.2676
609.9000,17.1235,3.0586,0.2665
610.0000,17.1751,3.0801,0.2655
610.1000,17.2259,3.1020,0.2645
610.2000,17.2762,3.1242,0.2635
610.3000,17.3257,3.1466,0.2625
610.4000,17.3746,3.1694,0.2616
610.5000,17.4227,3.1926,0.2606
610.6000,17.4702,3.2160,0.2597
610.7000,17.5169,3.2398,0.2588
610.8000,17.5628,3.2639,0.2579
610.9000,17.6080,3.2883,0.2570
611.0000,17.6524,3.3131,0.2561
611.1000,17.6959,3.3382,0.2552
611.2000,17.7387,3.3636,0.2544
611.3000,17.7806,3.3894,0.2536
611.4000,17.8216,3.4155,0.2528
611.5000,17.8618,3.4419,0.2520
611.6000,17.9010,3.4687,0.2512
611.7000,17.9394,3.4959,0.2504
611.8000,17.9768,3.5234,0.2497
611.9000,18.0132,3.5512,0.2490
612.0000,18.0487,3.5794,0.2482
612.1000,18.0832,3.6079,0.2476
612.2000,18.1167,3.6368,0.2469
612.3000,18.1492,3.6661,0.2462
612.4000,18.1806,3.6957,0.2456
612.5000,18.2110,3.7256,0.2449
612.6000,18.2402,3.7559,0.2443
612.7000,18.2684,3.7866,0.2437
612.8000,18.2955,3.8176,0.2431
612.9000,18.3215,3.8490,0.2426
613.0000,18.3463,3.8808,0.2420
613.1000,18.3700,3.9129,0.2415
613.2000,18.3924,3.9453,0.2410
613.3000,18.4137,3.9781,0.2405
613.4000,18.4338,4.0113,0.2400
613.5000,18.4526,4.0448,0.2395
613.6000,18.4702,4.0787,0.2391
613.7000,18.4866,4.1130,0.2386
613.8000,18.5017,4.1475,0.2382
613.9000,18.5154,4.1825,0.2378
614.0000,18.5279,4.2178,0.2374
614.1000,18.5391,4.2534,0.2371
614.2000,18.5489,4.2894,0.2367
614.3000,18.5574,4.3257,0.2364
614.4000,18.5645,4.3624,0.2361
614.5000,18.5703,4.3994,0.2358
614.6000,18.5746,4.4368,0.2355
614.7000,18.5776,4.4745,0.2353
614.8000,18.5792,4.5125,0.2350
614.9000,18.5793,4.5508,0.2348
615.0000,18.5780,4.5895,0.2346
615.1000,18.5753,4.6285,0.2344
615.2000,18.5711,4.6678,0.2343
615.3000,18.5655,4.7074,0.2341
615.4000,18.5584,4.7473,0.2340
615.5000,18.5498,4.7876,0.2339
615.6000,18.5397,4.8281,0.2338
615.7000,18.5282,4.8689,0.2337
615.8000,18.5151,4.9100,0.2337
615.9000,18.5006,4.9514,0.2336
616.0000,18.4845,4.9930,0.2336
616.1000,18.4669,5.0349,0.2336
616.2000,18.4478,5.0771,0.2337
616.3000,18.4272,5.1195,0.2337
616.4000,18.4050,5.1622,0.2338
616.5000,18.3814,5.2051,0.2338
616.6000,18.3562,5.2482,0.2340
616.7000,18.3294,5.2916,0.2341
616.8000,18.3012,5.3351,0.2342
616.9000,18.2714,5.3789,0.2344
617.0000,18.2401,5.4228,0.2346
617.1000,18.2073,5.4670,0.2348
617.2000,18.1730,5.5113,0.2350
617.3000,18.1371,5.5558,0.2353
617.4000,18.0997,5.6004,0.2355
617.5000,18.0609,5.6452,0.2358
617.6000,18.0205,5.6901,0.2362
617.7000,17.9787,5.7351,0.2365
617.8000,17.9353,5.7802,0.2368
617.9000,17.8905,5.8255,0.2372
618.0000,17.8443,5.8708,0.2376
618.1000,17.7965,5.9162,0.2381
618.2000,17.7474,5.9616,0.2385
618.3000,17.6968,6.0071,0.2390
618.4000,17.6448,6.0527,0.2395
618.5000,17.5914,6.0982,0.2400
618.6000,17.5365,6.1438,0.2405
618.7000,17.4804,6.1893,0.2411
618.8000,17.4228,6.2349,0.2417
618.9000,17.3640,6.2804,0.2423
619.0000,17.3038,6.3258,0.2429
619.1000,17.2423,6.3712,0.2436
619.2000,17.1795,6.4166,0.2442
619.3000,17.1154,6.4618,0.2450
619.4000,17.0501,6.5069,0.2457
619.5000,16.9836,6.5520,0.2464
619.6000,16.9158,6.5968,0.2472
619.7000,16.8469,6.6416,0.2480
619.8000,16.7768,6.6861,0.2488
619.9000,16.7056,6.7305,0.2497
620.0000,16.6333,6.7747,0.2506
620.1000,16.5599,6.8187,0.2515
620.2000,16.4854,6.8624,0.2524
620.3000,16.4099,6.9060,0.2533
620.4000,16.3334,6.9492,0.2543
620.5000,16.2559,6.9922,0.2553
620.6000,16.1774,7.0349,0.2564
620.7000,16.0981,7.0773,0.2574
620.8000,16.0178,7.1194,0.2585
620.9000,15.9366,7.1612,0.2596
621.0000,15.8546,7.2026,0.2607
621.1000,15.7718,7.2436,0.2619
621.2000,15.6882,7.2843,0.2631
621.3000,15.6039,7.3246,0.2643
621.4000,15.5188,7.3644,0.2656
621.5000,15.4330,7.4039,0.2668
621.6000,15.3466,7.4429,0.2681
621.7000,15.2595,7.4815,0.2694
621.8000,15.1718,7.5196,0.2708
621.9000,15.0836,7.5572,0.2722
622.0000,14.9948,7.5944,0.2736
622.1000,14.9055,7.6310,0.2750
622.2000,14.8157,7.6671,0.2765
622.3000,14.7255,7.7027,0.2780
622.4000,14.6349,7.7378,0.2795
622.5000,14.5438,7.7723,0.2810
622.6000,14.4524,7.8062,0.2826
622.7000,14.3607,7.8396,0.2842
622.8000,14.2687,7.8724,0.2858
622.9000,14.1764,7.9045,0.2875
623.0000,14.0839,7.9361,0.2892
623.1000,13.9912,7.9671,0.2909
623.2000,13.8983,7.9974,0.2926
623.3000,13.8053,8.0271,0.2944
623.4000,13.7121,8.0561,0.2962
623.5000,13.6188,8.0845,0.2980
623.6000,13.5255,8.1122,0.2999
623.7000,13.4322,8.1393,0.3017
623.8000,13.3388,8.1656,0.3036
623.9000,13.2455,8.1913,0.3056
624.0000,13.1522,8.2163,0.3075
624.1000,13.0590,8.2406,0.3095
624.2000,12.9659,8.2642,0.3116
624.3000,12.8729,8.2870,0.3136
624.4000,12.7801,8.3092,0.3157
624.5000,12.6874,8.3306,0.3178
624.6000,12.5950,8.3513,0.3199
624.7000,12.5027,8.3713,0.3221
624.8000,12.4107,8.3905,0.3243
624.9000,12.3190,8.4090,0.3265
625.0000,12.2276,8.4268,0.3287
625.1000,12.1365,8.4438,0.3310
625.2000,12.0457,8.4600,0.3333
625.3000,11.9553,8.4756,0.3356
625.4000,11.8652,8.4903,0.3379
625.5000,11.7755,8.5044,0.3403
625.6000,11.6863,8.5176,0.3427
625.7000,11.5974,8.5302,0.3451
625.8000,11.5091,8.5420,0.3476
625.9000,11.4211,8.5530,0.3500
626.0000,11.3337,8.5633,0.3525
626.1000,11.2468,8.5728,0.3551
626.2000,11.1603,8.5816,0.3576
626.3000,11.0744,8.5897,0.3602
626.4000,10.9891,8.5970,0.3628
626.5000,10.9042,8.6035,0.3654
626.6000,10.8200,8.6094,0.3681
626.7000,10.7363,8.6145,0.3707
626.8000,10.6532,8.6189,0.3734
626.9000,10.5708,8.6225,0.3761
627.0000,10.4889,8.6255,0.3789
627.1000,10.4077,8.6277,0.3816
627.2000,10.3271,8.6292,0.3844
627.3000,10.2471,8.6300,0.3872
627.4000,10.1678,8.6301,0.3900
627.5000,10.0891,8.6296,0.3929
627.6000,10.0111,8.6283,0.3957
627.7000,9.9338,8.6263,0.3986
627.8000,9.8572,8.6237,0.4015
627.9000,9.7812,8.6204,0.4044
628.0000,9.7059,8.6165,0.4074
628.1000,9.6314,8.6118,0.4103
628.2000,9.5575,8.6066,0.4133
628.3000,9.4844,8.6007,0.4163
628.4000,9.4119,8.5941,0.4193
628.5000,9.3402,8.5870,0.4223
628.6000,9.2692,8.5792,0.4254
628.7000,9.1989,8.5708,0.4284
628.8000,9.1293,8.5618,0.4315
628.9000,9.0605,8.5522,0.4346
629.0000,8.9924,8.5420,0.4377
629.1000,8.9250,8.5312,0.4408
629.2000,8.8584,8.5199,0.4439
629.3000,8.7924,8.5080,0.4470
629.4000,8.7273,8.4955,0.4501
629.5000,8.6628,8.4825,0.4533
629.6000,8.5991,8.4690,0.4565
629.7000,8.5361,8.4550,0.4596
629.8000,8.4738,8.4404,0.4628
629.9000,8.4123,8.4253,0.4660
630.0000,8.3515,8.4097,0.4692
630.1000,8.2914,8.3936,0.4724
630.2000,8.2321,8.3771,0.4756
630.3000,8.1734,8.3600,0.4788
630.4000,8.1155,8.3425,0.4820
630.5000,8.0583,8.3246,0.4853
630.6000,8.0019,8.3062,0.4885
630.7000,7.9461,8.2873,0.4917
630.8000,7.8911,8.2680,0.4950
630.9000,7.8367,8.2483,0.4982
631.0000,7.7831,8.2282,0.5014
631.1000,7.7302,8.2077,0.5047
631.2000,7.6779,8.1868,0.5079
631.3000,7.6264,8.1656,0.5112
631.4000,7.5756,8.1439,0.5144
631.5000,7.5254,8.1219,0.5176
631.6000,7.4759,8.0995,0.5209
631.7000,7.4271,8.0768,0.5241
631.8000,7.3790,8.0537,0.5273
631.9000,7.3315,8.0303,0.5305
632.0000,7.2847,8.0066,0.5337
632.1000,7.2386,7.9826,0.5369
632.2000,7.1931,7.9582,0.5401
632.3000,7.1483,7.9336,0.5433
632.4000,7.1042,7.9087,0.5465
632.5000,7.0606,7.8835,0.5497
632.6000,7.0177,7.8580,0.5529
632.7000,6.9755,7.8323,0.5560
632.8000,6.9338,7.8063,0.5592
632.9000,6.8928,7.7800,0.5623
633.0000,6.8524,7.7536,0.5654
633.1000,6.8127,7.7268,0.5685
633.2000,6.7735,7.6999,0.5716
633.3000,6.7349,7.6728,0.5747
633.4000,6.6969,7.6454,0.5777
633.5000,6.6596,7.6178,0.5808
633.6000,6.6228,7.5901,0.5838
633.7000,6.5866,7.5621,0.5868
633.8000,6.5509,7.5340,0.5898
633.9000,6.5159,7.5057,0.5928
634.0000,6.4814,7.4773,0.5958
634.1000,6.4474,7.4487,0.5987
634.2000,6.4141,7.4199,0.6016
634.3000,6.3812,7.3910,0.6045
634.4000,6.3490,7.3619,0.6074
634.5000,6.3172,7.3328,0.6103
634.6000,6.2860,7.3035,0.6131
634.7000,6.2554,7.2740,0.6159
634.8000,6.2252,7.2445,0.6187
634.9000,6.1956,7.2149,0.6215
635.0000,6.1665,7.1851,0.6242
635.1000,6.1379,7.1553,0.6269
635.2000,6.1098,7.1254,0.6296
635.3000,6.0822,7.0954,0.6323
635.4000,6.0551,7.0653,0.6349
635.5000,6.0285,7.0351,0.6375
635.6000,6.0024,7.0049,0.6401
635.7000,5.9768,6.9746,0.6427
635.8000,5.9516,6.9443,0.6452
635.9000,5.9269,6.9139,0.6477
636.0000,5.9027,6.8835,0.6502
636.1000,5.8790,6.8531,0.6526
636.2000,5.8557,6.8226,0.6550
636.3000,5.8329,6.7920,0.6574
636.4000,5.8105,6.7615,0.6597
636.5000,5.7885,6.7309,0.6620
636.6000,5.7671,6.7003,0.6643
636.7000,5.7460,6.6698,0.6665
636.8000,5.7254,6.6392,0.6687
636.9000,5.7052,6.6086,0.6709
637.0000,5.6854,6.5780,0.6731
637.1000,5.6661,6.5474,0.6752
637.2000,5.6471,6.5168,0.6772
637.3000,5.6286,6.4862,0.6793
637.4000,5.6105,6.4557,0.6813
637.5000,5.5928,6.4252,0.6832
637.6000,5.5755,6.3947,0.6852
637.7000,5.5586,6.3642,0.6871
637.8000,5.5421,6.3338,0.6889
637.9000,5.5259,6.3034,0.6907
638.0000,5.5102,6.2730,0.6925
638.1000,5.4948,6.2427,0.6943
638.2000,5.4799,6.2124,0.6960
638.3000,5.4653,6.1822,0.6976
638.4000,5.4510,6.1520,0.6993
638.5000,5.4372,6.1219,0.7009
638.6000,5.4237,6.0919,0.7024
638.7000,5.4105,6.0619,0.7039
638.8000,5.3978,6.0320,0.7054
638.9000,5.3853,6.0021,0.7068
639.0000,5.3733,5.9723,0.7082
639.1000,5.3616,5.9426,0.7096
639.2000,5.3502,5.9130,0.7109
639.3000,5.3392,5.8834,0.7122
639.4000,5.3285,5.8540,0.7134
639.5000,5.3181,5.8246,0.7146
639.6000,5.3081,5.7953,0.7158
639.7000,5.2984,5.7660,0.7169
639.8000,5.2891,5.7369,0.7180
639.9000,5.2800,5.7079,0.7190
640.0000,5.2713,5.6789,0.7200
640.1000,5.2629,5.6501,0.7210
640.2000,5.2549,5.6213,0.7219
640.3000,5.2471,5.5927,0.7228
640.4000,5.2397,5.5641,0.7236
640.5000,5.2325,5.5357,0.7244
640.6000,5.2257,5.5073,0.7252
640.7000,5.2192,5.4791,0.7259
640.8000,5.2130,5.4510,0.7266
640.9000,5.2071,5.4229,0.7272
641.0000,5.2015,5.3950,0.7278
641.1000,5.1962,5.3672,0.7283
641.2000,5.1911,5.3395,0.7289
641.3000,5.1864,5.3120,0.7293
641.4000,5.1820,5.2845,0.7298
641.5000,5.1778,5.2572,0.7302
641.6000,5.1740,5.2300,0.7305
641.7000,5.1704,5.2029,0.7308
641.8000,5.1671,5.1759,0.7311
641.9000,5.1641,5.1491,0.7313
642.0000,5.1613,5.1224,0.7315
642.1000,5.1589,5.0958,0.7317
642.2000,5.1567,5.0693,0.7318
642.3000,5.1548,5.0430,0.7319
642.4000,5.1532,5.0167,0.7320
642.5000,5.1518,4.9907,0.7320
642.6000,5.1507,4.9647,0.7319
642.7000,5.1499,4.9389,0.7319
642.8000,5.1493,4.9132,0.7317
642.9000,5.1490,4.8876,0.7316
643.0000,5.1490,4.8622,0.7314
643.1000,5.1492,4.8369,0.7312
643.2000,5.1497,4.8117,0.7309
643.3000,5.1504,4.7867,0.7306
643.4000,5.1514,4.7618,0.7303
643.5000,5.1527,4.7370,0.7300
643.6000,5.1542,4.7124,0.7295
643.7000,5.1559,4.6879,0.7291
643.8000,5.1580,4.6636,0.7286
643.9000,5.1602,4.6394,0.7281
644.0000,5.1627,4.6153,0.7276
644.1000,5.1655,4.5914,0.7270
