t,H,L,R
504.4000,4.7128,7.6777,1.6030
504.5000,4.6868,7.6309,1.6115
504.6000,4.6613,7.5843,1.6199
504.7000,4.6364,7.5377,1.6283
504.8000,4.6121,7.4911,1.6365
504.9000,4.5883,7.4447,1.6446
505.0000,4.5651,7.3983,1.6526
505.1000,4.5424,7.3520,1.6604
505.2000,4.5203,7.3059,1.6682
505.3000,4.4987,7.2598,1.6758
505.4000,4.4776,7.2138,1.6833
505.5000,4.4570,7.1680,1.6907
505.6000,4.4370,7.1222,1.6980
505.7000,4.4174,7.0766,1.7051
505.8000,4.3983,7.0312,1.7121
505.9000,4.3797,6.9858,1.7190
506.0000,4.3616,6.9406,1.7258
506.1000,4.3440,6.8956,1.7324
506.2000,4.3268,6.8507,1.7389
506.3000,4.3101,6.8059,1.7453
506.4000,4.2938,6.7614,1.7515
506.5000,4.2780,6.7169,1.7576
506.6000,4.2626,6.6727,1.7636
506.7000,4.2476,6.6286,1.7694
506.8000,4.2331,6.5847,1.7751
506.9000,4.2190,6.5410,1.7807
507.0000,4.2053,6.4974,1.7861
507.1000,4.1920,6.4541,1.7914
507.2000,4.1792,6.4109,1.7965
507.3000,4.1667,6.3679,1.8015
507.4000,4.1546,6.3251,1.8064
507.5000,4.1430,6.2825,1.8111
507.6000,4.1317,6.2402,1.8157
507.7000,4.1208,6.1980,1.8201
507.8000,4.1102,6.1560,1.8244
507.9000,4.1001,6.1142,1.8286
508.0000,4.0903,6.0727,1.8326
508.1000,4.0808,6.0313,1.8364
508.2000,4.0718,5.9902,1.8401
508.3000,4.0630,5.9493,1.8437
508.4000,4.0547,5.9086,1.8471
508.5000,4.0467,5.8681,1.8504
508.6000,4.0390,5.8279,1.8536
508.7000,4.0317,5.7878,1.8566
508.8000,4.0247,5.7480,1.8594
508.9000,4.0180,5.7085,1.8621
509.0000,4.0117,5.6691,1.8647
509.1000,4.0056,5.6300,1.8671
509.2000,4.0000,5.5911,1.8694
509.3000,3.9946,5.5524,1.8715
509.4000,3.9895,5.5140,1.8735
509.5000,3.9848,5.4758,1.8754
509.6000,3.9804,5.4379,1.8771
509.7000,3.9762,5.4001,1.8787
509.8000,3.9724,5.3627,1.8801
509.9000,3.9689,5.3254,1.8814
510.0000,3.9657,5.2884,1.8826
510.1000,3.9627,5.2516,1.8836
510.2000,3.9601,5.2151,1.8844
510.3000,3.9578,5.1788,1.8852
510.4000,3.9557,5.1428,1.8858
510.5000,3.9539,5.1069,1.8863
510.6000,3.9525,5.0714,1.8866
510.7000,3.9513,5.0360,1.8868
510.8000,3.9503,5.0009,1.8869
510.9000,3.9497,4.9661,1.8868
511.0000,3.9493,4.9315,1.8866
511.1000,3.9492,4.8971,1.8863
511.2000,3.9494,4.8630,1.8858
511.3000,3.9498,4.8291,1.8853
511.4000,3.9505,4.7954,1.8846
511.5000,3.9515,4.7620,1.8837
511.6000,3.9527,4.7289,1.8828
511.7000,3.9542,4.6959,1.8817
511.8000,3.9559,4.6633,1.8805
511.9000,3.9580,4.6308,1.8791
512.0000,3.9602,4.5986,1.8777
512.1000,3.9628,4.5666,1.8761
512.2000,3.9655,4.5349,1.8745
512.3000,3.9686,4.5034,1.8726
512.4000,3.9718,4.4721,1.8707
512.5000,3.9754,4.4411,1.8687
512.6000,3.9791,4.4103,1.8666
512.7000,3.9832,4.3798,1.8643
512.8000,3.9874,4.3494,1.8619
512.9000,3.9920,4.3194,1.8595
513.0000,3.9967,4.2895,1.8569
513.1000,4.0017,4.2599,1.8542
513.2000,4.0070,4.2305,1.8514
513.3000,4.0124,4.2014,1.8485
513.4000,4.0182,4.1724,1.8455
513.5000,4.0241,4.1437,1.8424
513.6000,4.0303,4.1153,1.8392
513.7000,4.0368,4.0870,1.8359
513.8000,4.0434,4.0590,1.8325
513.9000,4.0503,4.0312,1.8290
514.0000,4.0575,4.0037,1.8254
514.1000,4.0649,3.9763,1.8217
514.2000,4.0725,3.9492,1.8179
514.3000,4.0803,3.9224,1.8140
514.4000,4.0884,3.8957,1.8101
514.5000,4.0967,3.8692,1.8061
514.6000,4.1053,3.8430,1.8019
514.7000,4.1140,3.8170,1.7977
514.8000,4.1230,3.7912,1.7934
514.9000,4.1323,3.7656,1.7890
515.0000,4.1417,3.7403,1.7846
515.1000,4.1514,3.7151,1.7801
515.2000,4.1613,3.6902,1.7754
515.3000,4.1715,3.6655,1.7708
515.4000,4.1819,3.6410,1.7660
515.5000,4.1925,3.6167,1.7612
515.6000,4.2033,3.5926,1.7562
515.7000,4.2144,3.5687,1.7513
515.8000,4.2257,3.5451,1.7462
515.9000,4.2372,3.5216,1.7411
516.0000,4.2489,3.4984,1.7359
516.1000,4.2609,3.4753,1.7307
516.2000,4.2731,3.4524,1.7254
516.3000,4.2855,3.4298,1.7200
516.4000,4.2982,3.4074,1.7146
516.5000,4.3111,3.3851,1.7091
516.6000,4.3242,3.3630,1.7035
516.7000,4.3375,3.3412,1.6979
516.8000,4.3511,3.3195,1.6923
516.9000,4.3649,3.2981,1.6865
517.0000,4.3789,3.2768,1.6808
517.1000,4.3931,3.2557,1.6750
517.2000,4.4076,3.2348,1.6691
517.3000,4.4223,3.2141,1.6632
517.4000,4.4372,3.1936,1.6572
517.5000,4.4524,3.1733,1.6512
517.6000,4.4678,3.1532,1.6451
517.7000,4.4834,3.1332,1.6391
517.8000,4.4992,3.1135,1.6329
517.9000,4.5153,3.0939,1.6267
518.0000,4.5316,3.0745,1.6205
518.1000,4.5482,3.0553,1.6142
518.2000,4.5649,3.0363,1.6080
518.3000,4.5819,3.0174,1.6016
518.4000,4.5992,2.9987,1.5953
518.5000,4.6166,2.9802,1.5888
518.6000,4.6343,2.9619,1.5824
518.7000,4.6523,2.9438,1.5759
518.8000,4.6704,2.9258,1.5695
518.9000,4.6888,2.9080,1.5629
519.0000,4.7075,2.8904,1.5564
519.1000,4.7264,2.8729,1.5498
519.2000,4.7455,2.8556,1.5432
519.3000,4.7648,2.8385,1.5366
519.4000,4.7844,2.8215,1.5299
519.5000,4.8042,2.8047,1.5232
519.6000,4.8243,2.7881,1.5165
519.7000,4.8446,2.7716,1.5098
519.8000,4.8651,2.7553,1.5031
519.9000,4.8859,2.7392,1.4963
520.0000,4.9069,2.7232,1.4895
520.1000,4.9282,2.7074,1.4827
520.2000,4.9497,2.6917,1.4759
520.3000,4.9714,2.6762,1.4691
520.4000,4.9934,2.6609,1.4623
520.5000,5.0156,2.6457,1.4554
520.6000,5.0381,2.6307,1.4486
520.7000,5.0609,2.6158,1.4417
520.8000,5.0838,2.6011,1.4348
520.9000,5.1070,2.5865,1.4279
521.0000,5.1305,2.5721,1.4210
521.1000,5.1542,2.5578,1.4141
521.2000,5.1782,2.5436,1.4072
521.3000,5.2024,2.5297,1.4003
521.4000,5.2269,2.5158,1.3934
521.5000,5.2516,2.5021,1.3865
521.6000,5.2766,2.4886,1.3795
521.7000,5.3019,2.4752,1.3726
521.8000,5.3274,2.4619,1.3657
521.9000,5.3531,2.4488,1.3587
522.0000,5.3791,2.4359,1.3518
522.1000,5.4054,2.4230,1.3449
522.2000,5.4319,2.4103,1.3380
522.3000,5.4587,2.3978,1.3310
522.4000,5.4858,2.3854,1.3241
522.5000,5.5131,2.3731,1.3172
522.6000,5.5407,2.3609,1.3103
522.7000,5.5685,2.3489,1.3033
522.8000,5.5966,2.3371,1.2964
522.9000,5.6250,2.3253,1.2895
523.0000,5.6536,2.3137,1.2826
523.1000,5.6825,2.3022,1.2758
523.2000,5.7117,2.2909,1.2689
523.3000,5.7412,2.2797,1.2620
523.4000,5.7709,2.2686,1.2551
523.5000,5.8009,2.2577,1.2483
523.6000,5.8312,2.2468,1.2415
523.7000,5.8617,2.2361,1.2346
523.8000,5.8925,2.2256,1.2278
523.9000,5.9236,2.2151,1.2210
524.0000,5.9550,2.2048,1.2142
524.1000,5.9867,2.1946,1.2074
524.2000,6.0186,2.1845,1.2007
524.3000,6.0508,2.1746,1.1939
524.4000,6.0833,2.1648,1.1872
524.5000,6.1161,2.1551,1.1804
524.6000,6.1492,2.1455,1.1737
524.7000,6.1825,2.1360,1.1670
524.8000,6.2162,2.1267,1.1604
524.9000,6.2501,2.1175,1.1537
525.0000,6.2843,2.1083,1.1471
525.1000,6.3189,2.0994,1.1404
525.2000,6.3537,2.0905,1.1338
525.3000,6.3888,2.0817,1.1272
525.4000,6.4242,2.0731,1.1207
525.5000,6.4598,2.0646,1.1141
525.6000,6.4958,2.0562,1.1076
525.7000,6.5321,2.0479,1.1011
525.8000,6.5687,2.0397,1.0946
525.9000,6.6056,2.0317,1.0881
526.0000,6.6428,2.0237,1.0817
526.1000,6.6803,2.0159,1.0752
526.2000,6.7180,2.0082,1.0688
526.3000,6.7561,2.0006,1.0624
526.4000,6.7945,1.9931,1.0561
526.5000,6.8332,1.9857,1.0497
526.6000,6.8723,1.9784,1.0434
526.7000,6.9116,1.9713,1.0371
526.8000,6.9512,1.9642,1.0309
526.9000,6.9912,1.9573,1.0246
527.0000,7.0314,1.9504,1.0184
527.1000,7.0720,1.9437,1.0122
527.2000,7.1129,1.9371,1.0060
527.3000,7.1541,1.9306,0.9999
527.4000,7.1956,1.9241,0.9937
527.5000,7.2374,1.9178,0.9876
527.6000,7.2796,1.9117,0.9816
527.7000,7.3221,1.9056,0.9755
527.8000,7.3649,1.8996,0.9695
527.9000,7.4080,1.8937,0.9635
528.0000,7.4514,1.8879,0.9575
528.1000,7.4952,1.8823,0.9516
528.2000,7.5393,1.8767,0.9456
528.3000,7.5837,1.8713,0.9398
528.4000,7.6284,1.8659,0.9339
528.5000,7.6735,1.8607,0.9280
528.6000,7.7189,1.8555,0.9222
528.7000,7.7646,1.8505,0.9164
528.8000,7.8107,1.8456,0.9107
528.9000,7.8571,1.8407,0.9050
529.0000,7.9038,1.8360,0.8993
529.1000,7.9509,1.8314,0.8936
529.2000,7.9983,1.8269,0.8879
529.3000,8.0460,1.8225,0.8823
529.4000,8.0940,1.8181,0.8767
529.5000,8.1424,1.8139,0.8711
529.6000,8.1912,1.8098,0.8656
529.7000,8.2403,1.8058,0.8601
529.8000,8.2897,1.8019,0.8546
529.9000,8.3394,1.7981,0.8492
530.0000,8.3895,1.7944,0.8437
530.1000,8.4400,1.7908,0.8384
530.2000,8.4907,1.7873,0.8330
530.3000,8.5419,1.7839,0.8276
530.4000,8.5933,1.7806,0.8223
530.5000,8.6451,1.7775,0.8171
530.6000,8.6973,1.7744,0.8118
530.7000,8.7498,1.7714,0.8066
530.8000,8.8026,1.7685,0.8014
530.9000,8.8558,1.7657,0.7962
531.0000,8.9094,1.7631,0.7911
531.1000,8.9633,1.7605,0.7860
531.2000,9.0175,1.7580,0.7809
531.3000,9.0721,1.7557,0.7759
531.4000,9.1270,1.7534,0.7708
531.5000,9.1823,1.7513,0.7658
531.6000,9.2379,1.7492,0.7609
531.7000,9.2938,1.7473,0.7560
531.8000,9.3502,1.7454,0.7510
531.9000,9.4068,1.7437,0.7462
532.0000,9.4638,1.7421,0.7413
532.1000,9.5212,1.7405,0.7365
532.2000,9.5789,1.7391,0.7317
532.3000,9.6370,1.7378,0.7270
532.4000,9.6954,1.7366,0.7222
532.5000,9.7541,1.7355,0.7175
532.6000,9.8132,1.7345,0.7129
532.7000,9.8727,1.7336,0.7082
532.8000,9.9325,1.7328,0.7036
532.9000,9.9926,1.7321,0.6990
533.0000,10.0531,1.7316,0.6945
533.1000,10.1139,1.7311,0.6900
533.2000,10.1751,1.7308,0.6855
533.3000,10.2366,1.7305,0.6810
533.4000,10.2985,1.7304,0.6766
533.5000,10.3607,1.7304,0.6721
533.6000,10.4233,1.7305,0.6678
533.7000,10.4862,1.7307,0.6634
533.8000,10.5494,1.7310,0.6591
533.9000,10.6130,1.7315,0.6548
534.0000,10.6769,1.7320,0.6505
534.1000,10.7412,1.7327,0.6463
534.2000,10.8057,1.7335,0.6421
534.3000,10.8707,1.7344,0.6379
534.4000,10.9359,1.7354,0.6337
534.5000,11.0015,1.7365,0.6296
534.6000,11.0674,1.7378,0.6255
534.7000,11.1337,1.7392,0.6215
534.8000,11.2003,1.7406,0.6174
534.9000,11.2672,1.7423,0.6134
535.0000,11.3344,1.7440,0.6094
535.1000,11.4019,1.7458,0.6055
535.2000,11.4698,1.7478,0.6015
535.3000,11.5380,1.7499,0.5976
535.4000,11.6065,1.7522,0.5938
535.5000,11.6753,1.7545,0.5899
535.6000,11.7444,1.7570,0.5861
535.7000,11.8138,1.7596,0.5823
535.8000,11.8836,1.7624,0.5786
535.9000,11.9536,1.7652,0.5748
536.0000,12.0240,1.7683,0.5711
536.1000,12.0946,1.7714,0.5675
536.2000,12.1655,1.7747,0.5638
536.3000,12.2367,1.7781,0.5602
536.4000,12.3083,1.7816,0.5566
536.5000,12.3800,1.7853,0.5530
536.6000,12.4521,1.7891,0.5495
536.7000,12.5245,1.7931,0.5460
536.8000,12.5971,1.7972,0.5425
536.9000,12.6700,1.8015,0.5390
537.0000,12.7431,1.8059,0.5356
537.1000,12.8166,1.8104,0.5322
537.2000,12.8902,1.8151,0.5288
537.3000,12.9642,1.8199,0.5254
537.4000,13.0383,1.8249,0.5221
537.5000,13.1127,1.8301,0.5188
537.6000,13.1874,1.8354,0.5155
537.7000,13.2623,1.8408,0.5123
537.8000,13.3374,1.8464,0.5090
537.9000,13.4127,1.8522,0.5059
538.0000,13.4883,1.8581,0.5027
538.1000,13.5641,1.8642,0.4995
538.2000,13.6400,1.8705,0.4964
538.3000,13.7162,1.8769,0.4933
538.4000,13.7926,1.8835,0.4903
538.5000,13.8691,1.8903,0.4872
538.6000,13.9458,1.8972,0.4842
538.7000,14.0227,1.9044,0.4812
538.8000,14.0998,1.9116,0.4782
538.9000,14.1770,1.9191,0.4753
539.0000,14.2544,1.9268,0.4724
539.1000,14.3319,1.9346,0.4695
539.2000,14.4096,1.9426,0.4666
539.3000,14.4874,1.9508,0.4638
539.4000,14.5653,1.9592,0.4610
539.5000,14.6433,1.9678,0.4582
539.6000,14.7215,1.9766,0.4554
539.7000,14.7997,1.9856,0.4527
539.8000,14.8780,1.9948,0.4499
539.9000,14.9564,2.0041,0.4473
540.0000,15.0349,2.0137,0.4446
540.1000,15.1134,2.0235,0.4419
540.2000,15.1920,2.0335,0.4393
540.3000,15.2706,2.0437,0.4367
540.4000,15.3492,2.0542,0.4342
540.5000,15.4279,2.0648,0.4316
540.6000,15.5065,2.0757,0.4291
540.7000,15.5852,2.0868,0.4266
540.8000,15.6639,2.0981,0.4241
540.9000,15.7425,2.1097,0.4217
541.0000,15.8211,2.1215,0.4192
541.1000,15.8996,2.1335,0.4168
541.2000,15.9781,2.1458,0.4145
541.3000,16.0565,2.1583,0.4121
541.4000,16.1348,2.1710,0.4098
541.5000,16.2131,2.1840,0.4075
541.6000,16.2912,2.1973,0.4052
541.7000,16.3691,2.2108,0.4029
541.8000,16.4470,2.2245,0.4007
541.9000,16.5247,2.2386,0.3985
542.0000,16.6022,2.2529,0.3963
542.1000,16.6796,2.2674,0.3941
542.2000,16.7567,2.2822,0.3920
542.3000,16.8336,2.2974,0.3899
542.4000,16.9103,2.3128,0.3878
542.5000,16.9868,2.3284,0.3857
542.6000,17.0630,2.3444,0.3837
542.7000,17.1389,2.3606,0.3816
542.8000,17.2146,2.3772,0.3796
542.9000,17.2899,2.3940,0.3776
543.0000,17.3649,2.4112,0.3757
543.1000,17.4395,2.4287,0.3738
543.2000,17.5138,2.4464,0.3718
543.3000,17.5878,2.4645,0.3700
543.4000,17.6613,2.4829,0.3681
543.5000,17.7344,2.5016,0.3662
543.6000,17.8070,2.5207,0.3644
543.7000,17.8793,2.5401,0.3626
543.8000,17.9510,2.5598,0.3609
543.9000,18.0222,2.5799,0.3591
544.0000,18.0930,2.6003,0.3574
544.1000,18.1632,2.6210,0.3557
544.2000,18.2328,2.6421,0.3540
544.3000,18.3019,2.6636,0.3523
544.4000,18.3704,2.6854,0.3507
544.5000,18.4382,2.7076,0.3491
544.6000,18.5054,2.7302,0.3475
544.7000,18.5720,2.7531,0.3459
544.8000,18.6378,2.7764,0.3444
544.9000,18.7030,2.8001,0.3429
545.0000,18.7674,2.8242,0.3414
545.1000,18.8311,2.8487,0.3399
545.2000,18.8940,2.8736,0.3385
545.3000,18.9561,2.8988,0.3370
545.4000,19.0174,2.9245,0.3356
545.5000,19.0778,2.9506,0.3342
545.6000,19.1374,2.9771,0.3329
545.7000,19.1960,3.0040,0.3315
545.8000,19.2538,3.0313,0.3302
545.9000,19.3106,3.0591,0.3289
546.0000,19.3664,3.0873,0.3277
546.1000,19.4212,3.1159,0.3264
546.2000,19.4750,3.1450,0.3252
546.3000,19.5278,3.1745,0.3240
546.4000,19.5795,3.2045,0.3229
546.5000,19.6301,3.2349,0.3217
546.6000,19.6795,3.2657,0.3206
546.7000,19.7279,3.2970,0.3195
546.8000,19.7750,3.3288,0.3184
546.9000,19.8209,3.3611,0.3174
547.0000,19.8656,3.3938,0.3163
547.1000,19.9091,3.4270,0.3153
547.2000,19.9513,3.4606,0.3143
547.3000,19.9921,3.4947,0.3134
547.4000,20.0317,3.5294,0.3125
547.5000,20.0698,3.5645,0.3116
547.6000,20.1066,3.6000,0.3107
547.7000,20.1420,3.6361,0.3098
547.8000,20.1759,3.6727,0.3090
547.9000,20.2084,3.7097,0.3082
548.0000,20.2394,3.7473,0.3074
548.1000,20.2688,3.7853,0.3066
548.2000,20.2968,3.8238,0.3059
548.3000,20.3231,3.8629,0.3052
548.4000,20.3479,3.9024,0.3045
548.5000,20.3710,3.9425,0.3039
548.6000,20.3926,3.9830,0.3032
548.7000,20.4124,4.0240,0.3026
548.8000,20.4306,4.0656,0.3020
548.9000,20.4470,4.1076,0.3015
549.0000,20.4617,4.1502,0.3010
549.1000,20.4747,4.1932,0.3005
549.2000,20.4859,4.2367,0.3000
549.3000,20.4953,4.2808,0.2996
549.4000,20.5028,4.3253,0.2991
549.5000,20.5086,4.3703,0.2987
549.6000,20.5124,4.4159,0.2984
549.7000,20.5144,4.4619,0.2980
549.8000,20.5145,4.5084,0.2977
549.9000,20.5127,4.5553,0.2975
550.0000,20.5089,4.6028,0.2972
550.1000,20.5032,4.6507,0.2970
550.2000,20.4955,4.6991,0.2968
550.3000,20.4858,4.7479,0.2966
550.4000,20.4742,4.7973,0.2965
550.5000,20.4605,4.8470,0.2964
550.6000,20.4448,4.8972,0.2963
550.7000,20.4271,4.9479,0.2963
550.8000,20.4074,4.9989,0.2963
550.9000,20.3856,5.0504,0.2963
551.0000,20.3617,5.1023,0.2963
551.1000,20.3358,5.1547,0.2964
551.2000,20.3078,5.2074,0.2965
551.3000,20.2777,5.2605,0.2966
551.4000,20.2455,5.3139,0.2968
551.5000,20.2113,5.3678,0.2970
551.6000,20.1749,5.4220,0.2972
551.7000,20.1365,5.4765,0.2975
551.8000,20.0960,5.5314,0.2978
551.9000,20.0534,5.5865,0.2981
552.0000,20.0087,5.6420,0.2985
552.1000,19.9620,5.6978,0.2989
552.2000,19.9132,5.7538,0.2993
552.3000,19.8623,5.8101,0.2998
552.4000,19.8094,5.8667,0.3003
552.5000,19.7544,5.9235,0.3009
552.6000,19.6974,5.9805,0.3014
552.7000,19.6383,6.0376,0.3020
552.8000,19.5773,6.0950,0.3027
552.9000,19.5143,6.1525,0.3034
553.0000,19.4493,6.2102,0.3041
553.1000,19.3823,6.2680,0.3048
553.2000,19.3134,6.3259,0.3056
553.3000,19.2426,6.3839,0.3065
553.4000,19.1699,6.4420,0.3073
553.5000,19.0953,6.5001,0.3082
553.6000,19.0188,6.5582,0.3092
553.7000,18.9406,6.6163,0.3102
553.8000,18.8605,6.6744,0.3112
553.9000,18.7787,6.7325,0.3122
554.0000,18.6951,6.7905,0.3133
554.1000,18.6098,6.8485,0.3145
554.2000,18.5229,6.9063,0.3157
554.3000,18.4343,6.9640,0.3169
554.4000,18.3441,7.0215,0.3182
554.5000,18.2523,7.0789,0.3195
554.6000,18.1590,7.1361,0.3208
554.7000,18.0642,7.1931,0.3222
554.8000,17.9679,7.2498,0.3236
554.9000,17.8702,7.3063,0.3251
555.0000,17.7712,7.3624,0.3266
555.1000,17.6707,7.4183,0.3282
555.2000,17.5690,7.4738,0.3298
555.3000,17.4660,7.5289,0.3315
555.4000,17.3618,7.5837,0.3332
555.5000,17.2565,7.6381,0.3349
555.6000,17.1500,7.6920,0.3367
555.7000,17.0424,7.7455,0.3385
555.8000,16.9338,7.7985,0.3404
555.9000,16.8242,7.8509,0.3424
556.0000,16.7137,7.9029,0.3443
556.1000,16.6022,7.9543,0.3463
556.2000,16.4899,8.0052,0.3484
556.3000,16.3768,8.0554,0.3505
556.4000,16.2630,8.1051,0.3527
556.5000,16.1484,8.1541,0.3549
556.6000,16.0332,8.2025,0.3572
556.7000,15.9173,8.2501,0.3595
556.8000,15.8009,8.2971,0.3619
556.9000,15.6840,8.3434,0.3643
557.0000,15.5666,8.3889,0.3667
557.1000,15.4487,8.4337,0.3692
557.2000,15.3305,8.4777,0.3718
557.3000,15.2120,8.5209,0.3744
557.4000,15.0932,8.5633,0.3771
557.5000,14.9741,8.6049,0.3798
557.6000,14.8548,8.6457,0.3825
557.7000,14.7354,8.6856,0.3854
557.8000,14.6159,8.7246,0.3882
557.9000,14.4963,8.7627,0.3911
558.0000,14.3767,8.7999,0.3941
558.1000,14.2571,8.8363,0.3971
558.2000,14.1376,8.8717,0.4002
558.3000,14.0182,8.9061,0.4033
558.4000,13.8990,8.9396,0.4065
558.5000,13.7799,8.9722,0.4097
558.6000,13.6610,9.0038,0.4130
558.7000,13.5425,9.0344,0.4164
558.8000,13.4242,9.0640,0.4197
558.9000,13.3062,9.0927,0.4232
559.0000,13.1887,9.1203,0.4267
559.1000,13.0715,9.1469,0.4302
559.2000,12.9547,9.1726,0.4338
559.3000,12.8385,9.1972,0.4375
559.4000,12.7227,9.2207,0.4411
559.5000,12.6075,9.2433,0.4449
559.6000,12.4929,9.2648,0.4487
559.7000,12.3788,9.2853,0.4526
559.8000,12.2654,9.3048,0.4565
559.9000,12.1526,9.3233,0.4604
560.0000,12.0404,9.3407,0.4644
560.1000,11.9290,9.3570,0.4685
560.2000,11.8183,9.3724,0.4726
560.3000,11.7084,9.3867,0.4767
560.4000,11.5992,9.4000,0.4809
560.5000,11.4908,9.4122,0.4852
560.6000,11.3832,9.4235,0.4895
560.7000,11.2764,9.4337,0.4939
560.8000,11.1705,9.4429,0.4983
560.9000,11.0654,9.4511,0.5027
561.0000,10.9612,9.4583,0.5072
561.1000,10.8579,9.4645,0.5118
561.2000,10.7555,9.4697,0.5164
561.3000,10.6541,9.4739,0.5210
561.4000,10.5535,9.4771,0.5257
561.5000,10.4539,9.4794,0.5304
561.6000,10.3553,9.4807,0.5352
561.7000,10.2576,9.4811,0.5400
561.8000,10.1609,9.4805,0.5449
561.9000,10.0652,9.4790,0.5498
562.0000,9.9705,9.4765,0.5547
562.1000,9.8767,9.4732,0.5597
562.2000,9.7840,9.4689,0.5647
562.3000,9.6923,9.4637,0.5698
562.4000,9.6015,9.4577,0.5749
562.5000,9.5118,9.4508,0.5800
562.6000,9.4232,9.4430,0.5852
562.7000,9.3355,9.4343,0.5904
562.8000,9.2489,9.4249,0.5957
562.9000,9.1632,9.4146,0.6010
563.0000,9.0787,9.4035,0.6063
563.1000,8.9951,9.3915,0.6117
563.2000,8.9126,9.3788,0.6171
563.3000,8.8310,9.3654,0.6225
563.4000,8.7506,9.3511,0.6279
563.5000,8.6711,9.3361,0.6334
563.6000,8.5926,9.3204,0.6389
563.7000,8.5152,9.3039,0.6444
563.8000,8.4388,9.2868,0.6500
563.9000,8.3634,9.2689,0.6556
564.0000,8.2890,9.2504,0.6612
564.1000,8.2156,9.2311,0.6668
564.2000,8.1432,9.2113,0.6725
564.3000,8.0718,9.1907,0.6782
564.4000,8.0014,9.1696,0.6839
564.5000,7.9319,9.1478,0.6896
564.6000,7.8635,9.1255,0.6953
564.7000,7.7960,9.1025,0.7010
564.8000,7.7295,9.0790,0.7068
564.9000,7.6639,9.0549,0.7126
565.0000,7.5993,9.0302,0.7184
565.1000,7.5356,9.0050,0.7242
565.2000,7.4729,8.9793,0.7300
565.3000,7.4111,8.9531,0.7358
565.4000,7.3502,8.9264,0.7416
565.5000,7.2902,8.8992,0.7474
565.6000,7.2312,8.8715,0.7532
565.7000,7.1730,8.8433,0.7591
565.8000,7.1158,8.8148,0.7649
565.9000,7.0594,8.7858,0.7708
566.0000,7.0039,8.7563,0.7766
566.1000,6.9492,8.7265,0.7824
566.2000,6.8954,8.6963,0.7883
566.3000,6.8425,8.6657,0.7941
566.4000,6.7904,8.6347,0.7999
566.5000,6.7392,8.6033,0.8057
566.6000,6.6888,8.5716,0.8115
566.7000,6.6391,8.5396,0.8173
566.8000,6.5903,8.5073,0.8231
566.9000,6.5423,8.4746,0.8288
567.0000,6.4951,8.4416,0.8346
567.1000,6.4487,8.4084,0.8403
567.2000,6.4031,8.3748,0.8461
567.3000,6.3582,8.3410,0.8518
567.4000,6.3140,8.3070,0.8574
567.5000,6.2707,8.2727,0.8631
567.6000,6.2280,8.2382,0.8687
567.7000,6.1861,8.2034,0.8743
567.8000,6.1449,8.1684,0.8799
567.9000,6.1044,8.1332,0.8855
568.0000,6.0647,8.0978,0.8910
568.1000,6.0256,8.0623,0.8965
568.2000,5.9872,8.0265,0.9020
568.3000,5.9495,7.9906,0.9075
568.4000,5.9125,7.9546,0.9129
568.5000,5.8762,7.9183,0.9182
568.6000,5.8405,7.8820,0.9236
568.7000,5.8054,7.8455,0.9289
568.8000,5.7710,7.8089,0.9342
568.9000,5.7373,7.7721,0.9394
569.0000,5.7041,7.7353,0.9446
569.1000,5.6716,7.6984,0.9497
569.2000,5.6397,7.6614,0.9548
569.3000,5.6084,7.6243,0.9599
569.4000,5.5777,7.5871,0.9649
569.5000,5.5475,7.5498,0.9699
569.6000,5.5180,7.5125,0.9748
569.7000,5.4890,7.4752,0.9797
569.8000,5.4606,7.4378,0.9845
569.9000,5.4328,7.4003,0.9893
570.0000,5.4055,7.3629,0.9940
570.1000,5.3788,7.3254,0.9987
570.2000,5.3526,7.2878,1.0033
570.3000,5.3269,7.2503,1.0078
570.4000,5.3018,7.2128,1.0124
570.5000,5.2772,7.1752,1.0168
570.6000,5.2531,7.1377,1.0212
570.7000,5.2295,7.1002,1.0255
570.8000,5.2064,7.0627,1.0298
570.9000,5.1839,7.0252,1.0340
571.0000,5.1618,6.9877,1.0382
571.1000,5.1401,6.9503,1.0423
571.2000,5.1190,6.9129,1.0463
571.3000,5.0984,6.8756,1.0503
571.4000,5.0782,6.8383,1.0542
571.5000,5.0584,6.8011,1.0580
571.6000,5.0392,6.7639,1.0618
571.7000,5.0203,6.7268,1.0655
571.8000,5.0020,6.6898,1.0692
571.9000,4.9840,6.6528,1.0728
572.0000,4.9665,6.6159,1.0763
572.1000,4.9495,6.5791,1.0797
572.2000,4.9328,6.5423,1.0831
572.3000,4.9166,6.5057,1.0864
572.4000,4.9008,6.4691,1.0896
572.5000,4.8854,6.4326,1.0928
572.6000,4.8704,6.3963,1.0959
572.7000,4.8558,6.3600,1.0989
572.8000,4.8416,6.3239,1.1019
572.9000,4.8278,6.2878,1.1048
573.0000,4.8144,6.2519,1.1076
573.1000,4.8014,6.2160,1.1103
573.2000,4.7888,6.1803,1.1130
573.3000,4.7765,6.1448,1.1156
573.4000,4.7646,6.1093,1.1181
573.5000,4.7531,6.0740,1.1205
573.6000,4.7419,6.0387,1.1229
573.7000,4.7311,6.0037,1.1252
573.8000,4.7207,5.9687,1.1274
573.9000,4.7106,5.9339,1.1296
574.0000,4.7009,5.8993,1.1316
574.1000,4.6915,5.8647,1.1336
574.2000,4.6824,5.8303,1.1355
